Date,Open,High,Low,Close,Volume,Adj Close
30-09-2015,7924.25,7957.700195,7874.5,7948.899902,210700,7948.899902
29-09-2015,7725.700195,7926.549805,7691.200195,7843.299805,240700,7843.299805
28-09-2015,7892.799805,7893.950195,7787.950195,7795.700195,136300,7795.700195
24-09-2015,7838.399902,7894.5,7804.100098,7868.5,202500,7868.5
23-09-2015,7737.350098,7882.899902,7723.25,7845.950195,146700,7845.950195
22-09-2015,8014.799805,8021.600098,7787.75,7812,168400,7812
21-09-2015,7911.5,7987.899902,7908.350098,7977.100098,121800,7977.100098
18-09-2015,7967.450195,8055,7955.850098,7981.899902,241800,7981.899902
16-09-2015,7886.850098,7913.899902,7853.299805,7899.149902,140000,7899.149902
15-09-2015,7867.350098,7880,7799.75,7829.100098,136500,7829.100098
14-09-2015,7811.100098,7879.950195,7761.850098,7872.25,122800,7872.25
11-09-2015,7833.799805,7864.850098,7759.899902,7789.299805,136400,7789.299805
10-09-2015,7729.049805,7819.850098,7678.5,7788.100098,160300,7788.100098
09-09-2015,7805.850098,7846.049805,7764.549805,7818.600098,208400,7818.600098
08-09-2015,7587.700195,7720.899902,7539.5,7688.25,172200,7688.25
07-09-2015,7685.850098,7705.049805,7545.899902,7558.799805,141400,7558.799805
04-09-2015,7803.399902,7804.899902,7626.850098,7655.049805,193600,7655.049805
03-09-2015,7774.450195,7845.600098,7754.049805,7823,155800,7823
02-09-2015,7856.649902,7862.549805,7699.25,7717,215300,7717
01-09-2015,7907.950195,7929.100098,7746.5,7785.850098,184900,7785.850098
31-08-2015,8009.25,8043.600098,7947.950195,7971.299805,198200,7971.299805
28-08-2015,8053.700195,8091.799805,7961.649902,8001.950195,195600,8001.950195
27-08-2015,7921.600098,7963.600098,7862.299805,7948.950195,305000,7948.950195
26-08-2015,7865.25,7930.049805,7777.100098,7791.850098,216600,7791.850098
25-08-2015,7895.399902,7925.399902,7667.25,7880.700195,299100,7880.700195
24-08-2015,8055.950195,8060.049805,7769.399902,7809,312400,7809
21-08-2015,8305.400391,8322.200195,8225.049805,8299.950195,201300,8299.950195
20-08-2015,8471.049805,8501.349609,8359.75,8372.75,184100,8372.75
19-08-2015,8468.049805,8520.450195,8425.950195,8495.150391,130500,8495.150391
18-08-2015,8505.849609,8525.75,8433.599609,8466.549805,153300,8466.549805
17-08-2015,8530.5,8530.599609,8428.049805,8477.299805,174700,8477.299805
14-08-2015,8402.349609,8530.099609,8381.200195,8518.549805,155900,8518.549805
13-08-2015,8384.450195,8429.5,8339.75,8355.849609,189200,8355.849609
12-08-2015,8445.700195,8446.950195,8337.950195,8349.450195,190000,8349.450195
11-08-2015,8548.450195,8556.25,8441.299805,8462.349609,154400,8462.349609
10-08-2015,8577,8621.549805,8497.799805,8525.599609,123400,8525.599609
07-08-2015,8580.799805,8595.950195,8552.700195,8564.599609,143700,8564.599609
06-08-2015,8585.799805,8606.299805,8551.5,8588.650391,134900,8588.650391
05-08-2015,8547.450195,8591.849609,8545.849609,8567.950195,132800,8567.950195
04-08-2015,8564.099609,8565.150391,8448.25,8516.900391,187400,8516.900391
03-08-2015,8510.650391,8563.950195,8508.099609,8543.049805,156700,8543.049805
31-07-2015,8456.099609,8548.950195,8448,8532.849609,203300,8532.849609
30-07-2015,8417,8458.900391,8408.299805,8421.799805,215200,8421.799805
29-07-2015,8365.599609,8381.5,8338.450195,8375.049805,141000,8375.049805
28-07-2015,8371.099609,8397.400391,8321.75,8337,174600,8337
27-07-2015,8492.099609,8492.200195,8351.549805,8361,136600,8361
24-07-2015,8588.150391,8589.150391,8513.5,8521.549805,127400,8521.549805
23-07-2015,8643.950195,8654.75,8573.799805,8589.799805,132900,8589.799805
22-07-2015,8512.25,8643.900391,8498.650391,8633.5,136800,8633.5
21-07-2015,8601.5,8646.75,8517.900391,8529.450195,164100,8529.450195
20-07-2015,8623.900391,8624.099609,8559,8603.450195,90600,8603.450195
17-07-2015,8623.650391,8642.950195,8593.150391,8609.849609,105000,8609.849609
16-07-2015,8546.150391,8616.099609,8542.900391,8608.049805,116000,8608.049805
15-07-2015,8463.400391,8531.400391,8462.950195,8523.799805,105500,8523.799805
14-07-2015,8470.599609,8480.25,8424.099609,8454.099609,101747200,8454.099609
13-07-2015,8397.25,8471.650391,8355.400391,8459.650391,117800,8459.650391
10-07-2015,8365.700195,8377.099609,8315.400391,8360.549805,154100,8360.549805
09-07-2015,8364.849609,8400.299805,8323,8328.549805,131300,8328.549805
08-07-2015,8439.200195,8457.5,8341.400391,8363.049805,188100,8363.049805
07-07-2015,8525.5,8561.349609,8483.849609,8510.799805,122200,8510.799805
06-07-2015,8386.150391,8533.150391,8386.150391,8522.150391,101500,8522.150391
03-07-2015,8440.099609,8497.75,8424.150391,8484.900391,88400,8484.900391
02-07-2015,8471.950195,8479.25,8433.200195,8444.900391,112000,8444.900391
01-07-2015,8376.25,8481.599609,8370.150391,8453.049805,131800,8453.049805
30-06-2015,8316.349609,8378,8298.950195,8368.5,158500,8368.5
29-06-2015,8247.049805,8329.450195,8195.650391,8318.400391,132000,8318.400391
26-06-2015,8393.950195,8408.549805,8339.700195,8381.099609,110600,8381.099609
25-06-2015,8336.25,8423.150391,8329.5,8398,201200,8398
24-06-2015,8399.400391,8421.349609,8338.900391,8360.849609,130100,8360.849609
23-06-2015,8377.450195,8398.450195,8334.950195,8381.549805,131700,8381.549805
22-06-2015,8259.299805,8369.450195,8257.400391,8353.099609,122700,8353.099609
19-06-2015,8201.150391,8250.799805,8195.650391,8224.950195,147100,8224.950195
18-06-2015,8113.700195,8186.899902,8101.799805,8174.600098,144800,8174.600098
17-06-2015,8084.200195,8136.850098,8048.950195,8091.549805,152500,8091.549805
16-06-2015,8004.200195,8061.850098,7952.350098,8047.299805,124000,8047.299805
15-06-2015,7986.600098,8057.700195,7944.850098,8013.899902,133000,8013.899902
12-06-2015,7959.850098,7995.600098,7940.299805,7982.899902,136600,7982.899902
11-06-2015,8157.299805,8163.049805,7958.25,7965.350098,166200,7965.350098
10-06-2015,8024.149902,8152.25,8023.799805,8124.450195,136800,8124.450195
09-06-2015,8026.5,8057.149902,8005.149902,8022.399902,136000,8022.399902
08-06-2015,8124.350098,8131,8030.549805,8044.149902,135900,8044.149902
05-06-2015,8119.149902,8191,8100.149902,8114.700195,162100,8114.700195
04-06-2015,8155.149902,8160.049805,8056.75,8130.649902,154700,8130.649902
03-06-2015,8232.450195,8236.700195,8094.149902,8135.100098,171400,8135.100098
02-06-2015,8442.799805,8445.349609,8226.049805,8236.450195,146800,8236.450195
01-06-2015,8417.25,8467.150391,8405.400391,8433.400391,122200,8433.400391
29-05-2015,8327.099609,8443.900391,8305.700195,8433.650391,363900,8433.650391
28-05-2015,8345.700195,8364.5,8270.150391,8319,232300,8319
27-05-2015,8302.75,8342.849609,8277.950195,8334.599609,165500,8334.599609
26-05-2015,8377.099609,8378.900391,8320.049805,8339.349609,116800,8339.349609
25-05-2015,8438.150391,8441.950195,8364.150391,8370.25,121300,8370.25
22-05-2015,8432.5,8489.549805,8420.599609,8458.950195,187300,8458.950195
21-05-2015,8434.5,8446.349609,8382.5,8421,143800,8421
20-05-2015,8392.650391,8440.349609,8391.450195,8423.25,123600,8423.25
19-05-2015,8356.200195,8427.799805,8335,8365.650391,140300,8365.650391
18-05-2015,8284.950195,8384.599609,8271.950195,8373.650391,148700,8373.650391
15-05-2015,8240.299805,8279.200195,8212.200195,8262.349609,129800,8262.349609
14-05-2015,8232.450195,8236.25,8137.299805,8224.200195,134800,8224.200195
13-05-2015,8181.549805,8254.950195,8089.799805,8235.450195,169800,8235.450195
12-05-2015,8326.150391,8326.650391,8115.299805,8126.950195,173400,8126.950195
11-05-2015,8243.200195,8332.75,8224.650391,8325.25,192000,8325.25
08-05-2015,8131.5,8224.950195,8123.450195,8191.5,183100,8191.5
07-05-2015,8077,8122.600098,7997.149902,8057.299805,161600,8057.299805
06-05-2015,8316.599609,8331.950195,8083,8097,209600,8097
05-05-2015,8338.400391,8355.650391,8280.599609,8324.799805,155500,8324.799805
04-05-2015,8230.049805,8346,8220.450195,8331.950195,131700,8331.950195
30-04-2015,8224.5,8229.400391,8144.75,8181.5,267700,8181.5
29-04-2015,8274.799805,8308.200195,8219.200195,8239.75,160400,8239.75
28-04-2015,8215.549805,8308,8185.149902,8285.599609,174600,8285.599609
27-04-2015,8330.549805,8334.450195,8202.349609,8213.799805,171500,8213.799805
24-04-2015,8405.700195,8413.299805,8273.349609,8305.25,173600,8305.25
23-04-2015,8478.200195,8504.950195,8361.849609,8398.299805,156000,8398.299805
22-04-2015,8400.400391,8449.950195,8284.700195,8429.700195,171800,8429.700195
21-04-2015,8416.099609,8469.349609,8352.700195,8377.75,407800,8377.75
20-04-2015,8618.799805,8619.950195,8422.75,8448.099609,148900,8448.099609
17-04-2015,8698.049805,8699.849609,8596.700195,8606,150400,8606
16-04-2015,8757.049805,8760,8645.650391,8706.700195,142900,8706.700195
13-04-2015,8801.75,8841.650391,8762.099609,8834,121600,8834
10-04-2015,8774.349609,8787.400391,8733.599609,8780.349609,139000,8780.349609
09-04-2015,8756.200195,8785.5,8682.450195,8778.299805,152700,8778.299805
08-04-2015,8698.950195,8730.5,8679.799805,8714.400391,148200,8714.400391
07-04-2015,8684.450195,8693.599609,8586.849609,8660.299805,148700,8660.299805
06-04-2015,8615.799805,8667.549805,8573.75,8659.900391,146900,8659.900391
01-04-2015,8483.700195,8603.400391,8464.75,8586.25,125500,8586.25
31-03-2015,8527.599609,8550.450195,8454.150391,8491,167200,8491
30-03-2015,8390.950195,8492.299805,8380.75,8492.299805,134700,8492.299805
27-03-2015,8396,8413.200195,8269.150391,8341.400391,193000,8341.400391
26-03-2015,8474.950195,8499.450195,8325.349609,8342.150391,280100,8342.150391
25-03-2015,8568.900391,8573.75,8516.549805,8530.799805,161000,8530.799805
24-03-2015,8537.049805,8627.75,8535.849609,8542.950195,156700,8542.950195
23-03-2015,8591.549805,8608.349609,8540.549805,8550.900391,150700,8550.900391
20-03-2015,8627.900391,8627.900391,8553,8570.900391,174600,8570.900391
19-03-2015,8749.450195,8788.200195,8614.650391,8634.650391,163500,8634.650391
18-03-2015,8742.900391,8747.25,8664,8685.900391,156400,8685.900391
17-03-2015,8689.099609,8742.549805,8630.799805,8723.299805,177000,8723.299805
16-03-2015,8656.75,8663.549805,8612,8633.150391,163300,8633.150391
13-03-2015,8844.049805,8849.75,8631.75,8647.75,179200,8647.75
12-03-2015,8740.650391,8787.200195,8732.900391,8776,173900,8776
11-03-2015,8728.75,8755.599609,8682.349609,8699.950195,172800,8699.950195
10-03-2015,8769.75,8778,8677.349609,8712.049805,163800,8712.049805
09-03-2015,8891.150391,8891.299805,8740.450195,8756.75,155500,8756.75
05-03-2015,8929.400391,8957.549805,8849.349609,8937.75,160100,8937.75
04-03-2015,9109.150391,9119.200195,8893.950195,8922.650391,248400,8922.650391
03-03-2015,8962.849609,9008.400391,8925.549805,8996.25,177800,8996.25
02-03-2015,8953.849609,8972.349609,8885.450195,8956.75,218100,8956.75
27-02-2015,8729.5,8856.950195,8717.450195,8844.599609,249500,8844.599609
26-02-2015,8779,8786.049805,8669.450195,8683.849609,217500,8683.849609
25-02-2015,8801.900391,8840.650391,8751.400391,8767.25,135200,8767.25
24-02-2015,8772.900391,8800.5,8726.75,8762.099609,149800,8762.099609
23-02-2015,8856.849609,8869,8736.099609,8754.950195,139600,8754.950195
20-02-2015,8895.5,8899.950195,8816.299805,8833.599609,197600,8833.599609
19-02-2015,8883.049805,8913.450195,8794.450195,8895.299805,213300,8895.299805
18-02-2015,8811.549805,8894.299805,8808.900391,8869.099609,147600,8869.099609
16-02-2015,8831.400391,8870.099609,8793.400391,8809.349609,136400,8809.349609
13-02-2015,8741.5,8822.099609,8729.650391,8805.5,221900,8805.5
12-02-2015,8676.950195,8732.549805,8599.25,8711.549805,158800,8711.549805
11-02-2015,8603.299805,8651.950195,8593.650391,8627.400391,161600,8627.400391
10-02-2015,8478.099609,8646.25,8470.5,8565.549805,196200,8565.549805
09-02-2015,8584.400391,8605.549805,8516.349609,8526.349609,146800,8526.349609
06-02-2015,8696.849609,8726.200195,8645.549805,8661.049805,171300,8661.049805
05-02-2015,8733.099609,8838.450195,8683.650391,8711.700195,173600,8711.700195
04-02-2015,8789.150391,8792.849609,8704.400391,8723.700195,195300,8723.700195
03-02-2015,8823.150391,8837.299805,8726.650391,8756.549805,0,8756.549805
02-02-2015,8802.5,8840.799805,8751.099609,8797.400391,210100,8797.400391
30-01-2015,8996.599609,8996.599609,8775.099609,8808.900391,267300,8808.900391
29-01-2015,8901.5,8966.650391,8861.25,8952.349609,256300,8952.349609
28-01-2015,8902.75,8985.049805,8874.049805,8914.299805,185100,8914.299805
27-01-2015,8871.349609,8925.049805,8825.450195,8910.5,0,8910.5
23-01-2015,8827.950195,8866.400391,8795.400391,8835.599609,191200,8835.599609
22-01-2015,8745.849609,8774.150391,8727,8761.400391,175500,8761.400391
21-01-2015,8719.650391,8741.849609,8689.599609,8729.5,185900,8729.5
20-01-2015,8575.099609,8707.900391,8574.5,8695.599609,0,8695.599609
19-01-2015,8550.049805,8570.950195,8531.5,8550.700195,125400,8550.700195
16-01-2015,8504.049805,8530.75,8452.25,8513.799805,176000,8513.799805
15-01-2015,8424.5,8527.099609,8380.549805,8494.150391,0,8494.150391
14-01-2015,8307.25,8326.450195,8236.650391,8277.549805,146100,8277.549805
13-01-2015,8346.150391,8356.650391,8267.900391,8299.400391,0,8299.400391
12-01-2015,8291.349609,8332.599609,8245.599609,8323,0,8323
09-01-2015,8285.450195,8303.299805,8190.799805,8284.5,148000,8284.5
08-01-2015,8191.399902,8243.5,8167.299805,8234.599609,0,8234.599609
07-01-2015,8118.649902,8151.200195,8065.450195,8102.100098,0,8102.100098
06-01-2015,8325.299805,8327.849609,8111.350098,8127.350098,0,8127.350098
05-01-2015,8407.950195,8445.599609,8363.900391,8378.400391,0,8378.400391
02-01-2015,8288.700195,8410.599609,8288.700195,8395.450195,0,8395.450195
31-12-2014,8243.900391,8291,8243.75,8282.700195,0,8282.700195
30-12-2014,8260.299805,8268.25,8220.549805,8248.25,0,8248.25
29-12-2014,8214.700195,8279.150391,8214.700195,8246.299805,0,8246.299805
26-12-2014,8204.799805,8234.549805,8147.950195,8200.700195,0,8200.700195
24-12-2014,8272.049805,8286.400391,8155.25,8174.100098,0,8174.100098
23-12-2014,8324.599609,8364.75,8252.849609,8267,0,8267
22-12-2014,8255,8330.950195,8228.200195,8324,0,8324
19-12-2014,8230.450195,8263.450195,8208.599609,8225.200195,174800,8225.200195
18-12-2014,8138.899902,8174.299805,8084.899902,8159.299805,0,8159.299805
17-12-2014,8041.200195,8082,7961.350098,8029.799805,0,8029.799805
16-12-2014,8172.600098,8189.350098,8052.600098,8067.600098,0,8067.600098
15-12-2014,8160.75,8242.400391,8152.5,8219.599609,0,8219.599609
12-12-2014,8302,8321.900391,8216.299805,8224.099609,138100,8224.099609
11-12-2014,8338.849609,8348.299805,8272.400391,8292.900391,0,8292.900391
10-12-2014,8318.049805,8376.799805,8317,8355.650391,0,8355.650391
09-12-2014,8439.299805,8444.5,8330.5,8340.700195,146300,8340.700195
08-12-2014,8538.650391,8546.349609,8432.25,8438.25,163800,8438.25
05-12-2014,8584.25,8588.349609,8523.900391,8538.299805,143300,8538.299805
04-12-2014,8582.400391,8626.950195,8526.400391,8564.400391,143500,8564.400391
03-12-2014,8528.700195,8546.950195,8508.349609,8537.650391,153200,8537.650391
02-12-2014,8535.450195,8560.200195,8504.650391,8524.700195,137400,8524.700195
01-12-2014,8605.099609,8623,8545.150391,8555.900391,152000,8555.900391
28-11-2014,8516.799805,8617,8516.25,8588.25,197200,8588.25
27-11-2014,8477.799805,8506.75,8456.349609,8494.200195,194300,8494.200195
26-11-2014,8450.299805,8500.299805,8438.650391,8475.75,151900,8475.75
25-11-2014,8530.799805,8535.349609,8429.450195,8463.099609,271900,8463.099609
24-11-2014,8490.950195,8534.650391,8490.799805,8530.150391,140700,8530.150391
21-11-2014,8408.200195,8489.799805,8398.599609,8477.349609,137000,8477.349609
20-11-2014,8406.5,8410.849609,8353.150391,8401.900391,122800,8401.900391
19-11-2014,8440.650391,8455.650391,8360.5,8382.299805,125400,8382.299805
18-11-2014,8441.25,8454.5,8407.25,8425.900391,134700,8425.900391
17-11-2014,8378.400391,8438.099609,8349.099609,8430.75,113900,8430.75
14-11-2014,8360.700195,8400.650391,8346.799805,8389.900391,146800,8389.900391
13-11-2014,8405.25,8408,8320.349609,8357.849609,127400,8357.849609
12-11-2014,8378.900391,8415.049805,8370.5,8383.299805,125200,8383.299805
11-11-2014,8354.099609,8378.700195,8321.849609,8362.650391,122000,8362.650391
10-11-2014,8337.799805,8383.049805,8304.450195,8344.25,130700,8344.25
07-11-2014,8331.849609,8360.349609,8290.25,8337,153400,8337
05-11-2014,8351.25,8365.549805,8323.5,8338.299805,161600,8338.299805
03-11-2014,8348.150391,8350.599609,8297.650391,8324.150391,141100,8324.150391
31-10-2014,8200.799805,8330.75,8198.049805,8322.200195,176200,8322.200195
30-10-2014,8085.200195,8181.549805,8085.200195,8169.200195,205700,8169.200195
29-10-2014,8077.049805,8097.950195,8052.25,8090.450195,148300,8090.450195
28-10-2014,8002.399902,8037.799805,7995.049805,8027.600098,124100,8027.600098
27-10-2014,8064.350098,8064.399902,7985.649902,7991.700195,132800,7991.700195
23-10-2014,8027.700195,8031.75,8008.850098,8014.549805,19600,8014.549805
22-10-2014,7997.799805,8005,7974.549805,7995.899902,151100,7995.899902
21-10-2014,7906.149902,7936.600098,7874.350098,7927.75,163400,7927.75
20-10-2014,7896.950195,7905.950195,7856.950195,7879.399902,176200,7879.399902
17-10-2014,7733.75,7819.200195,7723.850098,7779.700195,177600,7779.700195
16-10-2014,7837.299805,7893.899902,7729.649902,7748.200195,213500,7748.200195
14-10-2014,7923.25,7928,7825.450195,7864,225500,7864
13-10-2014,7831,7901.149902,7796,7884.25,118800,7884.25
10-10-2014,7911,7924.049805,7848.450195,7859.950195,142900,7859.950195
09-10-2014,7886.5,7972.350098,7886.5,7960.549805,123800,7960.549805
08-10-2014,7828.75,7869.899902,7815.75,7842.700195,135900,7842.700195
07-10-2014,7897.399902,7943.049805,7842.700195,7852.399902,148200,7852.399902
01-10-2014,7960.5,7977.5,7936.700195,7945.549805,113000,7945.549805
30-09-2014,7948.799805,8030.899902,7923.850098,7964.799805,141100,7964.799805
29-09-2014,7978.450195,7991.75,7934.700195,7958.899902,97300,7958.899902
26-09-2014,7885.850098,7993.299805,7841.799805,7968.850098,147800,7968.850098
25-09-2014,8003.299805,8019.299805,7877.350098,7911.850098,231900,7911.850098
24-09-2014,8015.549805,8042.049805,7950.049805,8002.399902,182200,8002.399902
23-09-2014,8144.399902,8159.75,8008.100098,8017.549805,140800,8017.549805
22-09-2014,8084.450195,8159.899902,8064.799805,8146.299805,105500,8146.299805
19-09-2014,8129.399902,8160.899902,8105.350098,8121.450195,161300,8121.450195
18-09-2014,7950.649902,8120.850098,7939.700195,8114.75,116900,8114.75
17-09-2014,7971.5,7990.649902,7936.950195,7975.5,123700,7975.5
16-09-2014,8036.600098,8044.899902,7925.149902,7932.899902,128000,7932.899902
15-09-2014,8070.350098,8077.299805,8030,8042,96500,8042
12-09-2014,8087.049805,8114.299805,8071.600098,8105.5,111400,8105.5
11-09-2014,8115.149902,8127.950195,8057.299805,8085.700195,122800,8085.700195
10-09-2014,8135.549805,8135.75,8082.100098,8094.100098,107100,8094.100098
09-09-2014,8161.899902,8174.549805,8126.5,8152.950195,104700,8152.950195
08-09-2014,8132.950195,8180.200195,8126.149902,8173.899902,120700,8173.899902
05-09-2014,8099.899902,8122.700195,8049.850098,8086.850098,126000,8086.850098
04-09-2014,8114.200195,8114.799805,8060.899902,8095.950195,141300,8095.950195
03-09-2014,8110.850098,8141.899902,8092.25,8114.600098,150700,8114.600098
02-09-2014,8038.600098,8101.950195,8036.549805,8083.049805,134900,8083.049805
01-09-2014,7990.350098,8035,7984,8027.700195,139300,8027.700195
28-08-2014,7942.25,7967.799805,7939.200195,7954.350098,189700,7954.350098
27-08-2014,7933.899902,7946.850098,7916.549805,7936.049805,120000,7936.049805
26-08-2014,7874.5,7915.450195,7862.450195,7904.75,142800,7904.75
25-08-2014,7931.75,7968.25,7897.950195,7906.299805,118500,7906.299805
22-08-2014,7904.549805,7929.049805,7900.049805,7913.200195,104100,7913.200195
21-08-2014,7875.350098,7919.649902,7855.950195,7891.100098,115200,7891.100098
20-08-2014,7915.799805,7922.700195,7864.049805,7875.299805,117300,7875.299805
19-08-2014,7901,7918.549805,7881.149902,7897.5,140600,7897.5
18-08-2014,7785.25,7880.5,7779.200195,7874.25,126700,7874.25
14-08-2014,7756.149902,7796.700195,7739.100098,7791.700195,127300,7791.700195
13-08-2014,7717.299805,7757.100098,7695.700195,7739.549805,154100,7739.549805
12-08-2014,7688.799805,7735.75,7654.799805,7727.049805,120600,7727.049805
11-08-2014,7619.850098,7635.549805,7598.600098,7625.950195,107000,7625.950195
08-08-2014,7588.700195,7592.450195,7540.100098,7568.549805,118400,7568.549805
07-08-2014,7651.149902,7708.950195,7630.399902,7649.25,116800,7649.25
06-08-2014,7726.149902,7740.950195,7658.950195,7672.049805,116400,7672.049805
05-08-2014,7706.649902,7752.450195,7638.049805,7746.549805,128200,7746.549805
04-08-2014,7639.549805,7694.799805,7622.049805,7683.649902,137000,7683.649902
01-08-2014,7662.5,7716.700195,7593.899902,7602.600098,181100,7602.600098
31-07-2014,7784.649902,7791.850098,7711.149902,7721.299805,208900,7721.299805
30-07-2014,7746.200195,7798.700195,7707.600098,7791.399902,178100,7791.399902
28-07-2014,7792.899902,7799.899902,7722.649902,7748.700195,116500,7748.700195
25-07-2014,7828.200195,7840.950195,7748.600098,7790.450195,153900,7790.450195
24-07-2014,7796.25,7835.649902,7771.649902,7830.600098,117600,7830.600098
23-07-2014,7794.899902,7809.200195,7752.899902,7795.75,122100,7795.75
22-07-2014,7708.200195,7773.850098,7704.799805,7767.850098,120100,7767.850098
21-07-2014,7701.649902,7722.100098,7674,7684.200195,105400,7684.200195
18-07-2014,7630.25,7685,7595.5,7663.899902,134600,7663.899902
17-07-2014,7612.700195,7655.649902,7612.700195,7640.450195,141600,7640.450195
16-07-2014,7564.149902,7640.100098,7532.450195,7624.399902,168000,7624.399902
15-07-2014,7491.299805,7534.899902,7459.149902,7526.649902,122100,7526.649902
14-07-2014,7469,7478.450195,7422.149902,7454.149902,135200,7454.149902
11-07-2014,7584.100098,7625.850098,7447.200195,7459.600098,187600,7459.600098
10-07-2014,7589.5,7731.049805,7479.049805,7567.75,258400,7567.75
09-07-2014,7637.950195,7650.100098,7551.649902,7585,168300,7585
08-07-2014,7804.049805,7808.850098,7595.899902,7623.200195,180600,7623.200195
07-07-2014,7780.399902,7792,7755.100098,7787.149902,173900,7787.149902
04-07-2014,7718.100098,7758,7661.299805,7751.600098,113100,7751.600098
03-07-2014,7734.350098,7754.649902,7706.799805,7714.799805,133800,7714.799805
02-07-2014,7683.049805,7732.399902,7677.299805,7725.149902,136300,7725.149902
01-07-2014,7629,7649.5,7618.149902,7634.700195,139400,7634.700195
30-06-2014,7534.049805,7623.649902,7531.600098,7611.350098,152300,7611.350098
27-06-2014,7514.200195,7538.75,7482.299805,7508.799805,126700,7508.799805
26-06-2014,7554.100098,7570.200195,7481.299805,7493.200195,171700,7493.200195
25-06-2014,7588.549805,7589.25,7557.049805,7569.25,115000,7569.25
24-06-2014,7515.200195,7593.350098,7515.200195,7580.200195,137000,7580.200195
23-06-2014,7514,7534.799805,7441.600098,7493.350098,127400,7493.350098
20-06-2014,7543.299805,7560.549805,7497.299805,7511.450195,124100,7511.450195
19-06-2014,7580.049805,7606.450195,7502.549805,7540.700195,148900,7540.700195
18-06-2014,7636.049805,7663,7515.5,7558.200195,165100,7558.200195
17-06-2014,7525.049805,7637.600098,7509.25,7631.700195,158000,7631.700195
16-06-2014,7534.799805,7548.600098,7487.549805,7533.549805,155400,7533.549805
13-06-2014,7668.200195,7678.5,7525.350098,7542.100098,174500,7542.100098
12-06-2014,7641.299805,7658,7593.799805,7649.899902,148200,7649.899902
11-06-2014,7672.399902,7700.049805,7589.049805,7626.850098,186200,7626.850098
10-06-2014,7679.049805,7683.200195,7579.299805,7656.399902,188700,7656.399902
09-06-2014,7621.649902,7673.700195,7580.25,7654.600098,231900,7654.600098
06-06-2014,7521.5,7592.700195,7497.649902,7583.399902,248400,7583.399902
05-06-2014,7399.75,7484.700195,7360.5,7474.100098,250700,7474.100098
04-06-2014,7417.549805,7433.299805,7391.350098,7402.25,204600,7402.25
03-06-2014,7375.350098,7424.950195,7342.149902,7415.850098,234700,7415.850098
02-06-2014,7264.049805,7368.600098,7239.5,7362.5,169900,7362.5
30-05-2014,7254.850098,7272.5,7118.450195,7229.950195,312200,7229.950195
29-05-2014,7316.600098,7325.399902,7224.399902,7235.649902,241100,7235.649902
28-05-2014,7324.950195,7344.75,7302.600098,7329.649902,175600,7329.649902
27-05-2014,7363.100098,7372.950195,7274.75,7318,168600,7318
26-05-2014,7428.75,7504,7269.049805,7359.049805,273200,7359.049805
23-05-2014,7306.5,7381,7293.899902,7367.100098,259600,7367.100098
22-05-2014,7289.950195,7319.549805,7258.149902,7276.399902,240900,7276.399902
21-05-2014,7274.850098,7287.149902,7206.700195,7252.899902,203100,7252.899902
20-05-2014,7309.950195,7353.649902,7247.700195,7275.5,255300,7275.5
19-05-2014,7276.850098,7291.100098,7193.549805,7263.549805,316200,7263.549805
16-05-2014,7270.200195,7563.5,7130.649902,7203,393200,7203
15-05-2014,7111.299805,7152.549805,7082.549805,7123.149902,186800,7123.149902
14-05-2014,7112,7142.25,7080.899902,7108.75,177200,7108.75
13-05-2014,7080,7172.350098,7067.149902,7108.75,232200,7108.75
12-05-2014,6863.399902,7020.049805,6862.899902,7014.25,157700,7014.25
09-05-2014,6654.149902,6871.350098,6652.149902,6858.799805,166400,6858.799805
08-05-2014,6669.899902,6688.399902,6638.549805,6659.850098,101600,6659.850098
07-05-2014,6708.600098,6718.75,6642.899902,6652.549805,114100,6652.549805
06-05-2014,6719.25,6743.450195,6701.899902,6715.299805,88300,6715.299805
05-05-2014,6681.649902,6741.049805,6680.450195,6699.350098,105000,6699.350098
02-05-2014,6709.950195,6737.649902,6689.5,6694.799805,114300,6694.799805
30-04-2014,6724.950195,6780.149902,6656.799805,6696.399902,161100,6696.399902
29-04-2014,6769,6779.700195,6708.649902,6715.25,115500,6715.25
28-04-2014,6778.549805,6786.25,6750.299805,6761.25,118200,6761.25
25-04-2014,6855.799805,6869.850098,6772.850098,6782.75,154300,6782.75
23-04-2014,6823.25,6861.600098,6820.75,6840.799805,183000,6840.799805
22-04-2014,6822.899902,6838,6806.25,6815.350098,114700,6815.350098
21-04-2014,6789.25,6825.450195,6786.899902,6817.649902,111800,6817.649902
17-04-2014,6695.450195,6783.049805,6684.399902,6779.399902,131500,6779.399902
16-04-2014,6727.25,6748.649902,6665.149902,6675.299805,119800,6675.299805
15-04-2014,6792.700195,6813.399902,6711.75,6733.100098,123200,6733.100098
11-04-2014,6758.350098,6789.350098,6743.149902,6776.299805,140700,6776.299805
10-04-2014,6803.049805,6819.049805,6777.299805,6796.399902,191100,6796.399902
09-04-2014,6722,6808.700195,6705.100098,6796.200195,169800,6796.200195
07-04-2014,6694.25,6725.149902,6650.399902,6695.049805,133900,6695.049805
04-04-2014,6741.850098,6741.850098,6685.149902,6694.350098,155100,6694.350098
03-04-2014,6772.049805,6776.75,6696.899902,6736.100098,197500,6736.100098
02-04-2014,6757.600098,6763.5,6723.600098,6752.549805,173300,6752.549805
